Category,Product Name,Location,Price,Overall Rating,Number Sold,Customer Rating,Customer Review,clean_review,Sentiment,sentiment_label,Emotion,emotion_label
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,1,barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,barang bosok pakai rusak claim belit ama adminnya,Negative,0,Anger,4
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,1,"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",chat balas kuota janji gb hancur la parah parah,Negative,0,Anger,4
Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,Jakarta Barat,129000,4.9,13300,1,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,kasih adaptor gepeng tipu,Negative,0,Anger,4
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,1,jir sehari pake udah rusak :( quality control dong yg bener ahelah,jir hari pakai rusak quality control ahelah,Negative,0,Anger,4
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5.0,6449,1,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",gmn ssd pakai sy ganti,Negative,0,Anger,4
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,1,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah.",beli mahal ngeblur pakai zoom hubung cs suruh klaim garansi alamat kasih hadeuhh webcam juta kualitas sampah,Negative,0,Anger,4
Computers and Laptops,Vention High Speed USB 3.0 Hub for Windows Mac Linux - CHK 0.15 Meter,Jakarta Barat,119500,4.9,10200,1,tidak sesuai gambar.... Janggan percaya ama Seller ini penipu..... kualitas jelek.....,sesuai gambar janggan percaya ama jual tipu kualitas buruk,Negative,0,Anger,4
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,69900,4.3,5108,1,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah",tolong kirim tanggung paket habis renang comberan isi pakai bak sampah,Negative,0,Anger,4
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,Jakarta Barat,149000,4.9,2022,1,l2 r2 trigger nya ampas macam ***,trigger ampas,Negative,0,Anger,4
Computers and Laptops,"Samsung MicroSD Evo Plus 32GB 64GB 128GB 256GB 512GB 1TB Memory card - 64 gb, MicroSD Only",Jakarta Pusat,121000,4.9,9298,1,jelek,buruk,Negative,0,Anger,4
Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi",Jakarta Barat,1509000,4.9,2487,1,"Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",barang sampah kirim alamat tong sampah kecewa admin merespon chat barang kirim dead pixel layar monitor balik kecewa catat teman teman beli monitor audio speakernya kualitas layar rejeki bilah merek bagus sesal belanja rekomendasi belanja,Negative,0,Anger,4
Computers and Laptops,Prolink PRT7011L Portable 4G LTE Modem WiFi Mifi Hotspot - Plus PTC21801,Jakarta Utara,1040000,4.9,444,1,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",jujur paksa barang jual barang kirim sesuai pesan beli suruh kirim barang solusi barang resiko barang foto tawar,Negative,0,Anger,4
Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,Jakarta Timur,699000,5.0,8059,1,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",beli tgl pesan selesai tgl mouse rusak tgl komplain toped admin ditanyain gmna klaim garansi bantu chat bales besok da dibales gk,Negative,0,Anger,4
Computers and Laptops,Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,Jakarta Pusat,499000,4.9,2200,1,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",gua beli dapetnya desc gada jelas versi bagus rgbnya rgb red green blue sisa warna gaguna switch puller gadapet rgb redup pemberitahuan versi keyboardnya kecewa kapok beli da ambil ae rt tuh bagus drpd kecewa gua jual pokok,Negative,0,Anger,4
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,1,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",belanja official store kondisi barang terima sampah barang rongsok terima kasih,Negative,0,Anger,4
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,Jakarta Pusat,89000,4.8,2281,1,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,ngaco banget sen mouse lengkap tutup batre bluetoothnya,Negative,0,Anger,4
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,Jakarta Utara,89000,4.9,293,1,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,barang harga asli an jual sok sok an bikin diskon ribu diskon ribu olshop keras,Negative,0,Anger,4
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Jakarta Selatan,345000,4.9,8233,1,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",salah beli gabisa dituker pas coba gabisa pas klaim garansi gimana bales bot tai,Negative,0,Anger,4
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,1,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",puas produk layan barang cacat kondisi tutup meja tutup rapat pasang engsel sejajar pendek sebab listnya sobek paksa tutup daun meja fix cacat pabrik kirim komplain terima toko jual suruh hubung kurir,Negative,0,Anger,4
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,1,Quality barang jelek. baut lepas terus,quality barang buruk baut lepas,Negative,0,Anger,4
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,1,BANYAKK RUSAKK DAN LECET NYAAAA !!!!,banyakk rusakk lecet nyaa,Negative,0,Anger,4
Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,Kota Tangerang,45000,4.9,1271,1,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",barang pesan dateng bayar harga dateng terima kasih ush bukti cek keluar barang cek beli jgn beli unboxing abis in quota,Negative,0,Anger,4
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,1,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",keyboard nyala baterai coba murah toko barang bohong,Negative,0,Anger,4
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,1,barang rusak di kirim,barang rusak kirim,Negative,0,Anger,4
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B",Kab.�Bekasi,300000,4.8,729,1,"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",nih dateng tuh meja utuh baut pasang baut banget lem ngaco nih,Negative,0,Anger,4
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,6179,1,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,driver ngaco toko barang smart nama bengak gua kasih puas komen lu bintang satu driver,Negative,0,Anger,4
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,1,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,kecewa gk selesai chat kg bls wa kg bls lari gitu aj sampah,Negative,0,Anger,4
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,999000,4.9,10900,1,"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",barang kirim salah pesan webcam logitech logitech official dikirimmya headphone jbl tukar barang butuh sungguh,Negative,0,Anger,4
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3186,5,Bagus banget keyboardnya. Packing sangat aman karena double kardus. Warna juga keren.,bagus banget keyboardnya kemas aman double kardus warna bagus,Positive,1,Love,3
Computers and Laptops,Samoon Ace USB Cooling pad / Coolpad / Cooler / Kipas Pendingin Laptop,Kota Malang,46000,4.7,1311,5,"AAAA BAGUS BANGET PENGIRIMANNYA CEPATT DAN AMAN JUGA PACKAGING NYA, BISA NYALA JUGA TDI UDH DICOBA,, BELI DGN HARGA RP0 SENENGGGBANGETT",aa bagus banget kirim cepatt aman packaging nyala tdi coba beli harga harga senenggbangett,Positive,1,Love,3
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Jakarta Pusat,230000,4.9,1408,5,"Terima Kasihh Boss, Mantappss.. Smoga Lancarr n Berkah Rezekinya..Smngttt Boss ??????",terima kasihh boss mantappss smoga lancarr berkah rezeki smngtt boss,Positive,1,Love,3
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,5.0,2716,5,barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr,barang buwaguuss sesuai pesan angin kencang angin puting beliung laptop ademm benerr,Positive,1,Love,3
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,5,"mantap bgt, kualitas beneran sama kaya webcam sejutaan",mantap banget kualitas beneran kaya webcam juta,Positive,1,Love,3
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,5,"sampai dengan selamat, mulus dan berfungsi sempurna. Seller mau sabar dikonsultasikan dan mengemas dengan aman. Recommended",selamat mulus fungsi sempurna jual sabar konsultasi emas aman recommended,Positive,1,Love,3
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,5,"Proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! Terima kasih.",proses pesan kirim barang cepat produk sesuai deskripsi jual responsif sukses jaga protokol sehat jual terima kasih,Positive,1,Love,3
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,5,"Penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",jual ramah barang bagus sesuai pesan kemas rapi cmn pesan,Positive,1,Love,3
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,5,"Selamat Siang Bos, pesanan sudah saya terima. Belum di Pasang / di Coba. Packing sangat RAPI dan aman. Product MANTAP. Pokoknya TOP MARKOTOP. PELAYANAN sangat OKE. TOKO sangat RECOMENDED sekali. Makasih banyak atas semuanya. Salam Sukses, Sehat dan Sejahtera Selalu. Aamiin",selamat siang bos pesan terima pasang coba kemas rapi aman product mantap pokok bagus markotop layan toko recomended terima kasih sukses sehat sejahtera aamiin,Positive,1,Love,3
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,5,Recommended Seller??????,recommended jual,Positive,1,Love,3
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,5,TOP BGT,bagus banget,Positive,1,Love,3
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,5,"Asli samsung, pelayanan sangat baik",original samsung layan,Positive,1,Love,3
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,5,mantap laptop jd adem ga cpt panas ????,mantap laptop jd adem cpt panas,Positive,1,Love,3
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,5,"Memory sdh sy pasang. Ada 4 keping 8 GB DDR3, semua berfungsi dg baik. Pengiriman lumayan cepat. Recommended seller. ??",memory sy pasang keping gb ddr fungsi dg kirim lumayan cepat recommended jual,Positive,1,Love,3
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,5,"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",waw murah bangett packingnya rapih produk bagus bagus mantap uhuuy pis pokok hehehehehe,Positive,1,Love,3
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,5,MANTAB. RESPON CEPAT. PESANAN TIDAK MENGECEWAKAN. REKOMENDED BUAT BELANJA SPARE PART. TERIMA KASIH ATAS KERJA SAMANYA,mantab respons cepat pesan kecewa rekomended belanja spare part terima kasih sama,Positive,1,Love,3
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,5,"recommended, fast print fast response",recommended cepat print cepat response,Positive,1,Love,3
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,5,"Gila...pengiriman cepet banget..dr surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????Ma kasih Gan..thanks toped",gila kirim cepet banget surabaya bogor cepat respont barang sesuai banget kemas rapi recomended jual euy ma kasih gan terima kasih toped,Positive,1,Love,3
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,5,"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",barang cepet banget recommended tengkyuu,Positive,1,Love,3
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,5,"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",recommended jual respons cepat kirim cepat,Positive,1,Love,3
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,5909,5,Earcupnya lembut. Best value headset. Sound mantap. Nyaman dan praktis tinggal plug and play. mantaaaap laaah buat gamer,earcupnya lembut best value headset sound mantap nyaman praktis tinggal plug and play mantaap laah gamer,Positive,1,Love,3
Computers and Laptops,RAM KINGSTON HYPERX FURY DDR4 8GB 2666MHz 21300 GAMING RAM PC DDR4 8GB,Jakarta Selatan,425000,4.9,5145,5,"Respon cepat, barang original terbaik recomended packing baik. Sukses selalu ya",respons cepat barang original baik recomended kemas sukses,Positive,1,Love,3
Computers and Laptops,Razer Hammerhead Pro V4,Jakarta Barat,975000,4.9,5909,5,Kualitas Suara OK banget apalagi dengan harga yang terjangkau Barang pun dijamin ori karena sudah terdaftar di Website Razer langsung Pokoknya bagus lah bassnya juga kerasa,kualitas suara banget harga jangkau barang jamin original daftar website razer pokok bagus bassnya rasa,Positive,1,Love,3
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,Jakarta Selatan,195000,4.9,5421,5,"10/10, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this.",kualitas produk harga tera nyaman pakai suara keras fungsi definitely would recommend this,Positive,1,Love,3
Computers and Laptops,Antivirus Kaspersky Total Security 1 Device 1 Tahun - 1 Device 1 Th,Jakarta Barat,125000,5.0,4503,5,"Mantaaap. Tanggap banget, fast respon. Juossssssss",mantaap tanggap banget cepat respons juoss,Positive,1,Love,3
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,Jakarta Selatan,195000,4.9,5421,5,"Barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh",barang bagus bangett harga affordable kualitas lumayan gokil sihh,Positive,1,Love,3
Computers and Laptops,Logitech Wireless Mouse & Keyboard Bundle Combo MK220 - Hitam,Jakarta Barat,235000,4.8,7713,5,mantappppp. recommended keyboard ma mousenya ????????????,mantapp recommended keyboard ma mousenya,Positive,1,Love,3
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,Jakarta Pusat,1299000,4.9,927,5,mantab minnn pengiriman jam 5 sore masih di gasss ????,mantab minn kirim jam sore gass,Positive,1,Love,3
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,Jakarta Barat,399000,5.0,3941,5,Mantap banget kualitasnya gak usah diragukan lagi,mantap banget kualitas ragu,Positive,1,Love,3
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,Jakarta Barat,399000,5.0,3941,5,"Cakep produk nya, rekomen banget nih, sesuai deskripsi",cakep produk rekomendasi banget nih sesuai deskripsi,Positive,1,Love,3
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,Jakarta Barat,399000,5.0,3941,5,"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 10/10",kemas rapih cepat response rgbnya bagus rekomendasi,Positive,1,Love,3
